,State,County,"Population Estimate, 2012","Population Estimate, 2016",PercChangeInPop2012-2016
2841, Virginia,Clarke ,14267,14374,0.75
2842, Virginia,Craig ,5200,5158,-0.81
2843, Virginia,Culpeper ,47778,50083,4.82
2844, Virginia,Cumberland ,9848,9652,-1.99
2845, Virginia,Dickenson ,15674,14968,-4.5
2846, Virginia,Dinwiddie ,28306,28144,-0.57
2847, Virginia,Essex ,11156,11123,-0.3
2848, Virginia,Fairfax ,1120382,1138652,1.63
2849, Virginia,Fauquier ,66677,69069,3.59
2850, Virginia,Floyd ,15449,15731,1.83
2851, Virginia,Fluvanna ,25898,26271,1.44
2852, Virginia,Franklin ,56327,56069,-0.46
2853, Virginia,Frederick ,80238,84421,5.21
2854, Virginia,Giles ,16979,16857,-0.72
2855, Virginia,Gloucester ,36909,37214,0.83
2856, Virginia,Goochland ,21340,22668,6.22
2857, Virginia,Grayson ,15232,15107,-0.82
2858, Virginia,Greene ,18851,19371,2.76
2859, Virginia,Greensville ,11745,11706,-0.33
2860, Virginia,Halifax ,35791,34992,-2.23
2861, Virginia,Hanover ,100421,104392,3.95
2862, Virginia,Henrico ,315877,326501,3.36
2863, Virginia,Henry ,52950,51445,-2.84
2864, Virginia,Highland ,2252,2216,-1.6
2865, Virginia,Isle of Wight ,35431,36596,3.29
2866, Virginia,James City ,69326,74404,7.32
2867, Virginia,King and Queen ,7070,7159,1.26
2868, Virginia,King George ,24615,25984,5.56
2869, Virginia,King William ,15979,16334,2.22
2870, Virginia,Lancaster ,11223,10972,-2.24
2871, Virginia,Lee ,25556,24179,-5.39
2872, Virginia,Loudoun ,338196,385945,14.12
2873, Virginia,Louisa ,33535,35236,5.07
2874, Virginia,Lunenburg ,12633,12273,-2.85
2875, Virginia,Madison ,13180,13078,-0.77
2876, Virginia,Mathews ,8903,8782,-1.36
2877, Virginia,Mecklenburg ,31738,30892,-2.67
2878, Virginia,Middlesex ,10817,10778,-0.36
2879, Virginia,Montgomery ,95736,98602,2.99
2880, Virginia,Nelson ,14825,14869,0.3
2881, Virginia,New Kent ,19159,21147,10.38
2882, Virginia,Northampton ,12214,12139,-0.61
2883, Virginia,Northumberland ,12366,12222,-1.16
2884, Virginia,Nottoway ,15775,15595,-1.14
2885, Virginia,Orange ,34166,35533,4.0
2886, Virginia,Page ,23885,23654,-0.97
2887, Virginia,Patrick ,18406,17923,-2.62
2888, Virginia,Pittsylvania ,63032,61687,-2.13
2889, Virginia,Powhatan ,28172,28443,0.96
2890, Virginia,Prince Edward ,23188,23142,-0.2
2891, Virginia,Prince George ,37152,37845,1.87
2892, Virginia,Prince William ,430368,455210,5.77
2893, Virginia,Pulaski ,34746,34203,-1.56
2894, Virginia,Rappahannock ,7454,7388,-0.89
2895, Virginia,Richmond ,9037,8774,-2.91
2896, Virginia,Roanoke ,92991,94031,1.12
2897, Virginia,Rockbridge ,22474,22392,-0.36
2898, Virginia,Rockingham ,77429,79744,2.99
2899, Virginia,Russell ,28421,27370,-3.7
2900, Virginia,Scott ,22799,21930,-3.81
2901, Virginia,Shenandoah ,42615,43175,1.31
2902, Virginia,Smyth ,31872,31062,-2.54
2903, Virginia,Southampton ,18575,18057,-2.79
2904, Virginia,Spotsylvania ,126194,132010,4.61
2905, Virginia,Stafford ,134472,144361,7.35
2906, Virginia,Surry ,6851,6544,-4.48
2907, Virginia,Sussex ,11929,11504,-3.56
2908, Virginia,Tazewell ,44242,42150,-4.73
2909, Virginia,Warren ,37996,39155,3.05
2910, Virginia,Washington ,55047,54214,-1.51
2911, Virginia,Westmoreland ,17518,17592,0.42
2912, Virginia,Wise ,40890,39228,-4.06
2913, Virginia,Wythe ,29300,29016,-0.97
2914, Virginia,York ,65902,67976,3.15
2915, Virginia,Alexandria city,147357,155810,5.74
2916, Virginia,Bristol city,17797,16960,-4.7
2917, Virginia,Buena Vista city,6766,6452,-4.64
2918, Virginia,Charlottesville city,44424,46912,5.6
2919, Virginia,Chesapeake city,228325,237940,4.21
2920, Virginia,Colonial Heights city,17370,17772,2.31
2921, Virginia,Covington city,5746,5518,-3.97
2922, Virginia,Danville city,42697,41898,-1.87
2923, Virginia,Emporia city,5791,5305,-8.39
2924, Virginia,Fairfax city,23141,24164,4.42
2925, Virginia,Falls Church city,13104,14014,6.94
2926, Virginia,Franklin city,8441,8306,-1.6
2927, Virginia,Fredericksburg city,27065,28297,4.55
2928, Virginia,Galax city,6845,6775,-1.02
2929, Virginia,Hampton city,137104,135410,-1.24
2930, Virginia,Harrisonburg city,51095,53078,3.88
2931, Virginia,Hopewell city,22294,22735,1.98
2932, Virginia,Lexington city,6933,7045,1.62
2933, Virginia,Lynchburg city,77447,80212,3.57
2934, Virginia,Manassas city,40324,41483,2.87
2935, Virginia,Manassas Park city,15477,15915,2.83
2936, Virginia,Martinsville city,13632,13445,-1.37
2937, Virginia,Newport News city,180247,181825,0.88
2938, Virginia,Norfolk city,245962,245115,-0.34
2939, Virginia,Norton city,4048,3864,-4.55
2940, Virginia,Petersburg city,31850,31882,0.1
2941, Virginia,Poquoson city,12122,12017,-0.87
2942, Virginia,Portsmouth city,96567,95252,-1.36
2943, Virginia,Radford city,16650,17483,5.0
2944, Virginia,Richmond city,210826,223170,5.86
2945, Virginia,Roanoke city,98143,99660,1.55
2946, Virginia,Salem city,25007,25549,2.17
2947, Virginia,Staunton city,23871,24363,2.06
2948, Virginia,Suffolk city,85231,89273,4.74
2949, Virginia,Virginia Beach city,445487,452602,1.6
2950, Virginia,Waynesboro city,20990,21887,4.27
2951, Virginia,Williamsburg city,14754,15214,3.12
2952, Virginia,Winchester city,27084,27516,1.6
2953, Washington,Adams ,18925,19238,1.65
2954, Washington,Asotin ,21881,22306,1.94
2955, Washington,Benton ,182486,193686,6.14
2956, Washington,Chelan ,73654,76338,3.64
2957, Washington,Clallam ,71824,74570,3.82
2958, Washington,Clark ,437041,467018,6.86
2959, Washington,Columbia ,3994,3938,-1.4
2960, Washington,Cowlitz ,101840,105160,3.26
2961, Washington,Douglas ,39308,41327,5.14
2962, Washington,Ferry ,7707,7614,-1.21
2963, Washington,Franklin ,85772,90160,5.12
2964, Washington,Garfield ,2225,2247,0.99
2965, Washington,Grant ,91486,93546,2.25
2966, Washington,Grays Harbor ,71746,71628,-0.16
2967, Washington,Island ,79274,82636,4.24
2968, Washington,Jefferson ,29822,31139,4.42
2969, Washington,King ,2008763,2149970,7.03
2970, Washington,Kitsap ,254729,264811,3.96
2971, Washington,Kittitas ,41630,44866,7.77
2972, Washington,Klickitat ,20636,21301,3.22
2973, Washington,Lewis ,75559,77066,1.99
2974, Washington,Lincoln ,10445,10350,-0.91
2975, Washington,Mason ,60795,62198,2.31
2976, Washington,Okanogan ,41242,41554,0.76
2977, Washington,Pacific ,20560,21249,3.35
2978, Washington,Pend Oreille ,12993,13123,1.0
2979, Washington,Pierce ,811674,861312,6.12
2980, Washington,San Juan ,15810,16339,3.35
2981, Washington,Skagit ,117987,123681,4.83
2982, Washington,Skamania ,11164,11510,3.1
2983, Washington,Snohomish ,732378,787620,7.54
2984, Washington,Spokane ,475881,499072,4.87
2985, Washington,Stevens ,43566,44439,2.0
2986, Washington,Thurston ,258803,275222,6.34
2987, Washington,Wahkiakum ,3986,4139,3.84
2988, Washington,Walla Walla ,59402,60340,1.58
2989, Washington,Whatcom ,205008,216800,5.75
2990, Washington,Whitman ,46662,48851,4.69
2991, Washington,Yakima ,246568,249636,1.24
2992, West Virginia,Barbour ,16866,16831,-0.21
2993, West Virginia,Berkeley ,106987,113525,6.11
2994, West Virginia,Boone ,24374,22816,-6.39
2995, West Virginia,Braxton ,14491,14471,-0.14
2996, West Virginia,Brooke ,23802,22977,-3.47
2997, West Virginia,Cabell ,96907,95987,-0.95
2998, West Virginia,Calhoun ,7595,7336,-3.41
2999, West Virginia,Clay ,9263,8859,-4.36
3000, West Virginia,Doddridge ,8213,8413,2.44
3001, West Virginia,Fayette ,45939,44323,-3.52
3002, West Virginia,Gilmer ,8774,8249,-5.98
3003, West Virginia,Grant ,11856,11732,-1.05
3004, West Virginia,Greenbrier ,35880,35279,-1.68
3005, West Virginia,Hampshire ,23688,23301,-1.63
3006, West Virginia,Hancock ,30341,29590,-2.48
3007, West Virginia,Hardy ,13909,13889,-0.14
3008, West Virginia,Harrison ,69155,68400,-1.09
3009, West Virginia,Jackson ,29318,29152,-0.57
3010, West Virginia,Jefferson ,54548,56368,3.34
3011, West Virginia,Kanawha ,192159,186241,-3.08
3012, West Virginia,Lewis ,16440,16309,-0.8
3013, West Virginia,Lincoln ,21647,21232,-1.92
3014, West Virginia,Logan ,36336,33700,-7.25
3015, West Virginia,McDowell ,21335,19141,-10.28
3016, West Virginia,Marion ,56768,56538,-0.41
3017, West Virginia,Marshall ,32677,31793,-2.71
3018, West Virginia,Mason ,27233,26825,-1.5
3019, West Virginia,Mercer ,62382,60468,-3.07
3020, West Virginia,Mineral ,27894,27411,-1.73
3021, West Virginia,Mingo ,26186,24647,-5.88
3022, West Virginia,Monongalia ,100523,104622,4.08
3023, West Virginia,Monroe ,13510,13370,-1.04
3024, West Virginia,Morgan ,17451,17632,1.04
3025, West Virginia,Nicholas ,26226,25311,-3.49
3026, West Virginia,Ohio ,44042,42516,-3.46
3027, West Virginia,Pendleton ,7516,7051,-6.19
3028, West Virginia,Pleasants ,7595,7591,-0.05
3029, West Virginia,Pocahontas ,8714,8501,-2.44
3030, West Virginia,Preston ,33895,33758,-0.4
3031, West Virginia,Putnam ,56531,56941,0.73
3032, West Virginia,Raleigh ,79201,76601,-3.28
3033, West Virginia,Randolph ,29408,29006,-1.37
3034, West Virginia,Ritchie ,10274,9875,-3.88
3035, West Virginia,Roane ,14696,14208,-3.32
3036, West Virginia,Summers ,13803,12872,-6.74
3037, West Virginia,Taylor ,16993,16859,-0.79
3038, West Virginia,Tucker ,6923,6926,0.04
3039, West Virginia,Tyler ,9031,8972,-0.65
3040, West Virginia,Upshur ,24488,24658,0.69
3041, West Virginia,Wayne ,41725,40531,-2.86
3042, West Virginia,Webster ,9027,8646,-4.22
3043, West Virginia,Wetzel ,16406,15640,-4.67
3044, West Virginia,Wirt ,5810,5806,-0.07
3045, West Virginia,Wood ,86560,85643,-1.06
3046, West Virginia,Wyoming ,23249,21763,-6.39
3047, Wisconsin,Adams ,20540,20069,-2.29
3048, Wisconsin,Ashland ,15914,15714,-1.26
3049, Wisconsin,Barron ,45789,45412,-0.82
3050, Wisconsin,Bayfield ,15080,14891,-1.25
3051, Wisconsin,Brown ,252981,260401,2.93
3052, Wisconsin,Buffalo ,13354,13099,-1.91
3053, Wisconsin,Burnett ,15357,15213,-0.94
3054, Wisconsin,Calumet ,49732,49553,-0.36
3055, Wisconsin,Chippewa ,63019,63649,1.0
3056, Wisconsin,Clark ,34461,34557,0.28
3057, Wisconsin,Columbia ,56423,56927,0.89
3058, Wisconsin,Crawford ,16543,16321,-1.34
3059, Wisconsin,Dane ,503438,531273,5.53
3060, Wisconsin,Dodge ,88570,88068,-0.57
3061, Wisconsin,Door ,27690,27587,-0.37
3062, Wisconsin,Douglas ,43800,43509,-0.66
3063, Wisconsin,Dunn ,43939,44704,1.74
3064, Wisconsin,Eau Claire ,100905,102965,2.04
3065, Wisconsin,Florence ,4475,4456,-0.42
3066, Wisconsin,Fond du Lac ,101865,102144,0.27
3067, Wisconsin,Forest ,9181,9064,-1.27
3068, Wisconsin,Grant ,51018,52214,2.34
3069, Wisconsin,Green ,36896,37075,0.49
3070, Wisconsin,Green Lake ,19069,18719,-1.84
3071, Wisconsin,Iowa ,23746,23654,-0.39
3072, Wisconsin,Iron ,5940,5726,-3.6
3073, Wisconsin,Jackson ,20472,20562,0.44
3074, Wisconsin,Jefferson ,84400,84625,0.27
3075, Wisconsin,Juneau ,26725,26274,-1.69
3076, Wisconsin,Kenosha ,167434,168183,0.45
3077, Wisconsin,Kewaunee ,20603,20405,-0.96
3078, Wisconsin,La Crosse ,116704,118122,1.22
3079, Wisconsin,Lafayette ,16855,16753,-0.61
3080, Wisconsin,Langlade ,19740,19221,-2.63
3081, Wisconsin,Lincoln ,28481,27902,-2.03
3082, Wisconsin,Manitowoc ,80862,79536,-1.64
3083, Wisconsin,Marathon ,134621,135603,0.73
3084, Wisconsin,Marinette ,41455,40491,-2.33
3085, Wisconsin,Marquette ,15180,15067,-0.74
3086, Wisconsin,Menominee ,4369,4533,3.75
3087, Wisconsin,Milwaukee ,954867,951448,-0.36
3088, Wisconsin,Monroe ,45114,45623,1.13
3089, Wisconsin,Oconto ,37469,37430,-0.1
3090, Wisconsin,Oneida ,35756,35601,-0.43
3091, Wisconsin,Outagamie ,178937,184526,3.12
3092, Wisconsin,Ozaukee ,87111,88314,1.38
3093, Wisconsin,Pepin ,7410,7307,-1.39
3094, Wisconsin,Pierce ,40661,41238,1.42
3095, Wisconsin,Polk ,43562,43481,-0.19
3096, Wisconsin,Portage ,70532,70447,-0.12
3097, Wisconsin,Price ,13875,13517,-2.58
3098, Wisconsin,Racine ,194610,195140,0.27
3099, Wisconsin,Richland ,17799,17476,-1.81
3100, Wisconsin,Rock ,160232,161620,0.87
3101, Wisconsin,Rusk ,14326,14127,-1.39
3102, Wisconsin,St. Croix ,85256,88029,3.25
3103, Wisconsin,Sauk ,62560,63949,2.22
3104, Wisconsin,Sawyer ,16551,16369,-1.1
3105, Wisconsin,Shawano ,41610,41062,-1.32
3106, Wisconsin,Sheboygan ,115046,115427,0.33
3107, Wisconsin,Taylor ,20497,20439,-0.28
3108, Wisconsin,Trempealeau ,29365,29633,0.91
3109, Wisconsin,Vernon ,30213,30814,1.99
3110, Wisconsin,Vilas ,21292,21435,0.67
3111, Wisconsin,Walworth ,103030,102959,-0.07
3112, Wisconsin,Washburn ,15845,15648,-1.24
3113, Wisconsin,Washington ,132727,134296,1.18
3114, Wisconsin,Waukesha ,392709,398424,1.46
3115, Wisconsin,Waupaca ,52040,51533,-0.97
3116, Wisconsin,Waushara ,24479,24162,-1.29
3117, Wisconsin,Winnebago ,168764,169886,0.66
3118, Wisconsin,Wood ,74306,73107,-1.61
3119, Wyoming,Albany ,37364,38256,2.39
3120, Wyoming,Big Horn ,11781,12005,1.9
3121, Wyoming,Campbell ,47872,48803,1.94
3122, Wyoming,Carbon ,15681,15618,-0.4
3123, Wyoming,Converse ,14035,14191,1.11
3124, Wyoming,Crook ,7152,7464,4.36
3125, Wyoming,Fremont ,41130,40242,-2.16
3126, Wyoming,Goshen ,13656,13390,-1.95
3127, Wyoming,Hot Springs ,4843,4679,-3.39
3128, Wyoming,Johnson ,8608,8486,-1.42
3129, Wyoming,Laramie ,94785,98136,3.54
3130, Wyoming,Lincoln ,17940,19110,6.52
3131, Wyoming,Natrona ,78602,81039,3.1
3132, Wyoming,Niobrara ,2474,2480,0.24
3133, Wyoming,Park ,28839,29353,1.78
3134, Wyoming,Platte ,8736,8680,-0.64
3135, Wyoming,Sheridan ,29580,30200,2.1
3136, Wyoming,Sublette ,10414,9769,-6.19
3137, Wyoming,Sweetwater ,45086,44165,-2.04
3138, Wyoming,Teton ,21688,23191,6.93
3139, Wyoming,Uinta ,20997,20773,-1.07
3140, Wyoming,Washakie ,8437,8235,-2.39
3141, Wyoming,Weston ,7065,7236,2.42
